case_id,b_stage,method_id,method_slug,method_name,display_name,baseline_family,baseline_role,train_objective,matched_budget_status,requires_training,requires_external_integration,block_count,payload,seed,query_budget,queries_used,target_far,frozen_threshold,calibration_observed_far,utility_acceptance_rate,ownership_score,accepted,verifier_success,decoded_payload,status,result_class,failure_reasons,valid_completed,success,method_failure,invalid_excluded,pending,unavailable,contract_hash_status,run_dir,case_root,eval_summary_path,train_summary_path,config_path
fixed_representative_U12_s29,B1,fixed_representative,fixed_representative,our_method,Fixed representative,fixed_representative,primary_ownership_baseline,fixed_representative,matched,True,False,2,U12,29,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/fixed_representative/U12_s29,,,
fixed_representative_U15_s29,B1,fixed_representative,fixed_representative,our_method,Fixed representative,fixed_representative,primary_ownership_baseline,fixed_representative,matched,True,False,2,U15,29,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/fixed_representative/U15_s29,,,
uniform_bucket_U00_s17,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U00,17,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U00_s17,,,
uniform_bucket_U03_s17,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U03,17,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U03_s17,,,
uniform_bucket_U12_s17,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U12,17,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U12_s17,,,
uniform_bucket_U15_s17,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U15,17,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U15_s17,,,
uniform_bucket_U00_s23,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U00,23,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U00_s23,,,
uniform_bucket_U03_s23,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U03,23,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U03_s23,,,
uniform_bucket_U12_s23,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U12,23,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U12_s23,,,
uniform_bucket_U15_s23,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U15,23,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U15_s23,,,
uniform_bucket_U00_s29,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U00,29,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U00_s29,,,
uniform_bucket_U03_s29,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U03,29,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U03_s29,,,
uniform_bucket_U12_s29,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U12,29,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U12_s29,,,
uniform_bucket_U15_s29,B1,uniform_bucket,uniform_bucket,our_method,Uniform bucket,uniform_bucket,primary_ownership_baseline,uniform_bucket,matched,True,False,2,U15,29,4,,0.01,,,,,False,False,,pending,pending,eval_summary_missing,False,False,False,False,True,False,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/uniform_bucket/U15_s29,,,
english_random_active_fingerprint_U00_s17,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U00,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U00_s17,,,
english_random_active_fingerprint_U03_s17,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U03,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U03_s17,,,
english_random_active_fingerprint_U12_s17,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U12,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U12_s17,,,
english_random_active_fingerprint_U15_s17,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U15,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U15_s17,,,
english_random_active_fingerprint_U00_s23,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U00,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U00_s23,,,
english_random_active_fingerprint_U03_s23,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U03,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U03_s23,,,
english_random_active_fingerprint_U12_s23,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U12,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U12_s23,,,
english_random_active_fingerprint_U15_s23,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U15,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U15_s23,,,
english_random_active_fingerprint_U00_s29,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U00,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U00_s29,,,
english_random_active_fingerprint_U03_s29,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U03,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U03_s29,,,
english_random_active_fingerprint_U12_s29,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U12,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U12_s29,,,
english_random_active_fingerprint_U15_s29,B1,english_random_active_fingerprint,english_random_active_fingerprint,baseline_english_random,English-random active fingerprint,english_random_active_fingerprint,primary_ownership_baseline,unavailable,pending_external_integration,False,True,2,U15,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/english_random_active_fingerprint/U15_s29,,,
kgw_provenance_control_U00_s17,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U00,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U00_s17,,,
kgw_provenance_control_U03_s17,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U03,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U03_s17,,,
kgw_provenance_control_U12_s17,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U12,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U12_s17,,,
kgw_provenance_control_U15_s17,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U15,17,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U15_s17,,,
kgw_provenance_control_U00_s23,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U00,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U00_s23,,,
kgw_provenance_control_U03_s23,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U03,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U03_s23,,,
kgw_provenance_control_U12_s23,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U12,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U12_s23,,,
kgw_provenance_control_U15_s23,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U15,23,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U15_s23,,,
kgw_provenance_control_U00_s29,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U00,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U00_s29,,,
kgw_provenance_control_U03_s29,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U03,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U03_s29,,,
kgw_provenance_control_U12_s29,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U12,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U12_s29,,,
kgw_provenance_control_U15_s29,B2,kgw_provenance_control,kgw_provenance_control,baseline_kgw,KGW provenance control,kgw_provenance,task_mismatched_provenance_control,unavailable,task_mismatched_control,False,True,2,U15,29,4,,0.01,,,,,False,False,,pending,pending_external_integration,external_baseline_not_integrated,False,False,False,False,True,True,pending,,/hpcstor6/scratch01/g/guanjie.lin001/tokenizer-evidence/matched_budget_baselines_v1/final/kgw_provenance_control/U15_s29,,,
